Paper,Year,Citations
1985PhRvL..54..693C,1986,10
1985PhRvL..54..693C,1987,24
1985PhRvL..54..693C,1988,33
1985PhRvL..54..693C,1989,44
1985PhRvL..54..693C,1990,62
1985PhRvL..54..693C,1991,76
1985PhRvL..54..693C,1992,83
1985PhRvL..54..693C,1993,98
1985PhRvL..54..693C,1994,114
1985PhRvL..54..693C,1995,123
1985PhRvL..54..693C,1996,135
1985PhRvL..54..693C,1997,149
1985PhRvL..54..693C,1998,160
1985PhRvL..54..693C,1999,165
1985PhRvL..54..693C,2000,178
1985PhRvL..54..693C,2001,184
1985PhRvL..54..693C,2002,190
1985PhRvL..54..693C,2003,196
1985PhRvL..54..693C,2004,206
1985PhRvL..54..693C,2005,213
1985PhRvL..54..693C,2006,229
1985PhRvL..54..693C,2007,237
1985PhRvL..54..693C,2008,244
1985PhRvL..54..693C,2009,254
1985PhRvL..54..693C,2010,272
1985PhRvL..54..693C,2011,281
1985PhRvL..54..693C,2012,300
1985PhRvL..54..693C,2013,318
1985PhRvL..54..693C,2014,340
1985PhRvL..54..693C,2015,358
1985PhRvL..54..693C,2016,384
1985PhRvL..54..693C,2017,401
1985GeCoA..49.2461H,1986,2
1985GeCoA..49.2461H,1987,4
1985GeCoA..49.2461H,1988,10
1985GeCoA..49.2461H,1989,17
1985GeCoA..49.2461H,1990,32
1985GeCoA..49.2461H,1991,45
1985GeCoA..49.2461H,1992,52
1985GeCoA..49.2461H,1993,63
1985GeCoA..49.2461H,1994,74
1985GeCoA..49.2461H,1995,97
1985GeCoA..49.2461H,1996,112
1985GeCoA..49.2461H,1997,123
1985GeCoA..49.2461H,1998,134
1985GeCoA..49.2461H,1999,142
1985GeCoA..49.2461H,2000,155
1985GeCoA..49.2461H,2001,172
1985GeCoA..49.2461H,2002,184
1985GeCoA..49.2461H,2003,197
1985GeCoA..49.2461H,2004,207
1985GeCoA..49.2461H,2005,218
1985GeCoA..49.2461H,2006,231
1985GeCoA..49.2461H,2007,244
1985GeCoA..49.2461H,2008,256
1985GeCoA..49.2461H,2009,267
1985GeCoA..49.2461H,2010,280
1985GeCoA..49.2461H,2011,297
1985GeCoA..49.2461H,2012,323
1985GeCoA..49.2461H,2013,339
1985GeCoA..49.2461H,2014,353
1985GeCoA..49.2461H,2015,367
1985GeCoA..49.2461H,2016,387
1985GeCoA..49.2461H,2017,404
1985ApJ...292..494D,1985,2
1985ApJ...292..494D,1986,25
1985ApJ...292..494D,1987,46
1985ApJ...292..494D,1988,70
1985ApJ...292..494D,1989,102
1985ApJ...292..494D,1990,127
1985ApJ...292..494D,1991,157
1985ApJ...292..494D,1992,177
1985ApJ...292..494D,1993,187
1985ApJ...292..494D,1994,198
1985ApJ...292..494D,1995,213
1985ApJ...292..494D,1996,233
1985ApJ...292..494D,1997,241
1985ApJ...292..494D,1998,255
1985ApJ...292..494D,1999,264
1985ApJ...292..494D,2000,277
1985ApJ...292..494D,2001,295
1985ApJ...292..494D,2002,301
1985ApJ...292..494D,2003,309
1985ApJ...292..494D,2004,315
1985ApJ...292..494D,2005,321
1985ApJ...292..494D,2006,327
1985ApJ...292..494D,2007,332
1985ApJ...292..494D,2008,336
1985ApJ...292..494D,2009,341
1985ApJ...292..494D,2010,348
1985ApJ...292..494D,2011,355
1985ApJ...292..494D,2012,356
1985ApJ...292..494D,2013,362
1985ApJ...292..494D,2014,363
1985ApJ...292..494D,2015,368
1985ApJ...292..494D,2016,373
1985ApJ...292..494D,2017,373
1985PhRvL..55.2137H,1986,8
1985PhRvL..55.2137H,1987,25
1985PhRvL..55.2137H,1988,54
1985PhRvL..55.2137H,1989,71
1985PhRvL..55.2137H,1990,85
1985PhRvL..55.2137H,1991,105
1985PhRvL..55.2137H,1992,126
1985PhRvL..55.2137H,1993,146
1985PhRvL..55.2137H,1994,163
1985PhRvL..55.2137H,1995,180
1985PhRvL..55.2137H,1996,201
1985PhRvL..55.2137H,1997,212
1985PhRvL..55.2137H,1998,225
1985PhRvL..55.2137H,1999,237
1985PhRvL..55.2137H,2000,250
1985PhRvL..55.2137H,2001,265
1985PhRvL..55.2137H,2002,277
1985PhRvL..55.2137H,2003,284
1985PhRvL..55.2137H,2004,295
1985PhRvL..55.2137H,2005,315
1985PhRvL..55.2137H,2006,322
1985PhRvL..55.2137H,2007,331
1985PhRvL..55.2137H,2008,338
1985PhRvL..55.2137H,2009,346
1985PhRvL..55.2137H,2010,351
1985PhRvL..55.2137H,2011,358
1985PhRvL..55.2137H,2012,366
1985PhRvL..55.2137H,2013,373
1985PhRvL..55.2137H,2014,381
1985PhRvL..55.2137H,2015,387
1985PhRvL..55.2137H,2016,393
1985PhRvL..55.2137H,2017,401
1985MNRAS.214..379L,1986,10
1985MNRAS.214..379L,1987,28
1985MNRAS.214..379L,1988,34
1985MNRAS.214..379L,1989,41
1985MNRAS.214..379L,1990,49
1985MNRAS.214..379L,1991,58
1985MNRAS.214..379L,1992,69
1985MNRAS.214..379L,1993,78
1985MNRAS.214..379L,1994,88
1985MNRAS.214..379L,1995,98
1985MNRAS.214..379L,1996,111
1985MNRAS.214..379L,1997,121
1985MNRAS.214..379L,1998,137
1985MNRAS.214..379L,1999,143
1985MNRAS.214..379L,2000,148
1985MNRAS.214..379L,2001,156
1985MNRAS.214..379L,2002,168
1985MNRAS.214..379L,2003,172
1985MNRAS.214..379L,2004,181
1985MNRAS.214..379L,2005,196
1985MNRAS.214..379L,2006,205
1985MNRAS.214..379L,2007,219
1985MNRAS.214..379L,2008,232
1985MNRAS.214..379L,2009,242
1985MNRAS.214..379L,2010,250
1985MNRAS.214..379L,2011,262
1985MNRAS.214..379L,2012,285
1985MNRAS.214..379L,2013,291
1985MNRAS.214..379L,2014,311
1985MNRAS.214..379L,2015,320
1985MNRAS.214..379L,2016,329
1985MNRAS.214..379L,2017,339
1985JGR....90.1595R,1985,11
1985JGR....90.1595R,1986,33
1985JGR....90.1595R,1987,42
1985JGR....90.1595R,1988,64
1985JGR....90.1595R,1989,75
1985JGR....90.1595R,1990,97
1985JGR....90.1595R,1991,109
1985JGR....90.1595R,1992,119
1985JGR....90.1595R,1993,130
1985JGR....90.1595R,1994,150
1985JGR....90.1595R,1995,171
1985JGR....90.1595R,1996,187
1985JGR....90.1595R,1997,197
1985JGR....90.1595R,1998,219
1985JGR....90.1595R,1999,233
1985JGR....90.1595R,2000,260
1985JGR....90.1595R,2001,272
1985JGR....90.1595R,2002,285
1985JGR....90.1595R,2003,298
1985JGR....90.1595R,2004,303
1985JGR....90.1595R,2005,316
1985JGR....90.1595R,2006,325
1985JGR....90.1595R,2007,338
1985JGR....90.1595R,2008,352
1985JGR....90.1595R,2009,358
1985JGR....90.1595R,2010,368
1985JGR....90.1595R,2011,373
1985JGR....90.1595R,2012,383
1985JGR....90.1595R,2013,386
1985JGR....90.1595R,2014,390
1985JGR....90.1595R,2015,395
1985JGR....90.1595R,2016,403
1985JGR....90.1595R,2017,407
1985GeCoA..49.2197V,1985,3
1985GeCoA..49.2197V,1986,9
1985GeCoA..49.2197V,1987,32
1985GeCoA..49.2197V,1988,65
1985GeCoA..49.2197V,1989,90
1985GeCoA..49.2197V,1990,106
1985GeCoA..49.2197V,1991,128
1985GeCoA..49.2197V,1992,138
1985GeCoA..49.2197V,1993,158
1985GeCoA..49.2197V,1994,184
1985GeCoA..49.2197V,1995,203
1985GeCoA..49.2197V,1996,215
1985GeCoA..49.2197V,1997,227
1985GeCoA..49.2197V,1998,238
1985GeCoA..49.2197V,1999,251
1985GeCoA..49.2197V,2000,261
1985GeCoA..49.2197V,2001,271
1985GeCoA..49.2197V,2002,278
1985GeCoA..49.2197V,2003,281
1985GeCoA..49.2197V,2004,289
1985GeCoA..49.2197V,2005,301
1985GeCoA..49.2197V,2006,311
1985GeCoA..49.2197V,2007,318
1985GeCoA..49.2197V,2008,333
1985GeCoA..49.2197V,2009,336
1985GeCoA..49.2197V,2010,345
1985GeCoA..49.2197V,2011,354
1985GeCoA..49.2197V,2012,365
1985GeCoA..49.2197V,2013,370
1985GeCoA..49.2197V,2014,375
1985GeCoA..49.2197V,2015,389
1985GeCoA..49.2197V,2016,396
1985GeCoA..49.2197V,2017,402
1985ApJS...58..661I,1985,1
1985ApJS...58..661I,1986,25
1985ApJS...58..661I,1987,44
1985ApJS...58..661I,1988,56
1985ApJS...58..661I,1989,79
1985ApJS...58..661I,1990,94
1985ApJS...58..661I,1991,111
1985ApJS...58..661I,1992,128
1985ApJS...58..661I,1993,141
1985ApJS...58..661I,1994,158
1985ApJS...58..661I,1995,178
1985ApJS...58..661I,1996,194
1985ApJS...58..661I,1997,209
1985ApJS...58..661I,1998,219
1985ApJS...58..661I,1999,224
1985ApJS...58..661I,2000,232
1985ApJS...58..661I,2001,244
1985ApJS...58..661I,2002,255
1985ApJS...58..661I,2003,259
1985ApJS...58..661I,2004,269
1985ApJS...58..661I,2005,279
1985ApJS...58..661I,2006,284
1985ApJS...58..661I,2007,293
1985ApJS...58..661I,2008,297
1985ApJS...58..661I,2009,303
1985ApJS...58..661I,2010,311
1985ApJS...58..661I,2011,319
1985ApJS...58..661I,2012,330
1985ApJS...58..661I,2013,340
1985ApJS...58..661I,2014,353
1985ApJS...58..661I,2015,355
1985ApJS...58..661I,2016,363
1985ApJS...58..661I,2017,370
1985PhLB..161..136S,1986,1
1985PhLB..161..136S,1987,1
1985PhLB..161..136S,1988,1
1985PhLB..161..136S,1989,1
1985PhLB..161..136S,1990,1
1985PhLB..161..136S,1991,1
1985PhLB..161..136S,1992,1
1985PhLB..161..136S,1993,1
1985PhLB..161..136S,1994,1
1985PhLB..161..136S,1995,1
1985PhLB..161..136S,1996,1
1985PhLB..161..136S,1997,1
1985PhLB..161..136S,1998,1
1985PhLB..161..136S,1999,1
1985PhLB..161..136S,2000,1
1985PhLB..161..136S,2001,4
1985PhLB..161..136S,2002,6
1985PhLB..161..136S,2003,8
1985PhLB..161..136S,2004,11
1985PhLB..161..136S,2005,12
1985PhLB..161..136S,2006,15
1985PhLB..161..136S,2007,23
1985PhLB..161..136S,2008,41
1985PhLB..161..136S,2009,64
1985PhLB..161..136S,2010,81
1985PhLB..161..136S,2011,105
1985PhLB..161..136S,2012,134
1985PhLB..161..136S,2013,171
1985PhLB..161..136S,2014,217
1985PhLB..161..136S,2015,269
1985PhLB..161..136S,2016,322
1985PhLB..161..136S,2017,352
1985PASP...97..932S,1986,3
1985PASP...97..932S,1987,8
1985PASP...97..932S,1988,21
1985PASP...97..932S,1989,40
1985PASP...97..932S,1990,58
1985PASP...97..932S,1991,77
1985PASP...97..932S,1992,88
1985PASP...97..932S,1993,105
1985PASP...97..932S,1994,114
1985PASP...97..932S,1995,137
1985PASP...97..932S,1996,149
1985PASP...97..932S,1997,170
1985PASP...97..932S,1998,188
1985PASP...97..932S,1999,200
1985PASP...97..932S,2000,219
1985PASP...97..932S,2001,232
1985PASP...97..932S,2002,245
1985PASP...97..932S,2003,256
1985PASP...97..932S,2004,274
1985PASP...97..932S,2005,284
1985PASP...97..932S,2006,293
1985PASP...97..932S,2007,302
1985PASP...97..932S,2008,308
1985PASP...97..932S,2009,321
1985PASP...97..932S,2010,330
1985PASP...97..932S,2011,339
1985PASP...97..932S,2012,345
1985PASP...97..932S,2013,354
1985PASP...97..932S,2014,359
1985PASP...97..932S,2015,364
1985PASP...97..932S,2016,373
1985PASP...97..932S,2017,375
1985stop.book.....G,1986,0
1985stop.book.....G,1987,0
1985stop.book.....G,1988,0
1985stop.book.....G,1989,0
1985stop.book.....G,1990,0
1985stop.book.....G,1991,0
1985stop.book.....G,1992,0
1985stop.book.....G,1993,0
1985stop.book.....G,1994,0
1985stop.book.....G,1995,0
1985stop.book.....G,1996,0
1985stop.book.....G,1997,0
1985stop.book.....G,1998,0
1985stop.book.....G,1999,0
1985stop.book.....G,2000,0
1985stop.book.....G,2001,0
1985stop.book.....G,2002,0
1985stop.book.....G,2003,0
1985stop.book.....G,2004,0
1985stop.book.....G,2005,0
1985stop.book.....G,2006,0
1985stop.book.....G,2007,0
1985stop.book.....G,2008,0
1985stop.book.....G,2009,0
1985stop.book.....G,2010,0
1985stop.book.....G,2011,0
1985stop.book.....G,2012,0
1985stop.book.....G,2013,0
1985stop.book.....G,2014,0
1985stop.book.....G,2015,0
1985stop.book.....G,2016,0
1985stop.book.....G,2017,0
1985AJ.....90..708K,1985,6
1985AJ.....90..708K,1986,21
1985AJ.....90..708K,1987,39
1985AJ.....90..708K,1988,58
1985AJ.....90..708K,1989,82
1985AJ.....90..708K,1990,102
1985AJ.....90..708K,1991,117
1985AJ.....90..708K,1992,130
1985AJ.....90..708K,1993,150
1985AJ.....90..708K,1994,165
1985AJ.....90..708K,1995,190
1985AJ.....90..708K,1996,205
1985AJ.....90..708K,1997,215
1985AJ.....90..708K,1998,226
1985AJ.....90..708K,1999,240
1985AJ.....90..708K,2000,248
1985AJ.....90..708K,2001,256
1985AJ.....90..708K,2002,267
1985AJ.....90..708K,2003,275
1985AJ.....90..708K,2004,280
1985AJ.....90..708K,2005,288
1985AJ.....90..708K,2006,295
1985AJ.....90..708K,2007,300
1985AJ.....90..708K,2008,305
1985AJ.....90..708K,2009,309
1985AJ.....90..708K,2010,317
1985AJ.....90..708K,2011,326
1985AJ.....90..708K,2012,335
1985AJ.....90..708K,2013,343
1985AJ.....90..708K,2014,349
1985AJ.....90..708K,2015,358
1985AJ.....90..708K,2016,362
1985AJ.....90..708K,2017,365
1985JETPL..42..152S,1987,2
1985JETPL..42..152S,1988,2
1985JETPL..42..152S,1989,4
1985JETPL..42..152S,1990,10
1985JETPL..42..152S,1991,14
1985JETPL..42..152S,1992,16
1985JETPL..42..152S,1993,17
1985JETPL..42..152S,1994,22
1985JETPL..42..152S,1995,25
1985JETPL..42..152S,1996,27
1985JETPL..42..152S,1997,28
1985JETPL..42..152S,1998,28
1985JETPL..42..152S,1999,29
1985JETPL..42..152S,2000,29
1985JETPL..42..152S,2001,35
1985JETPL..42..152S,2002,36
1985JETPL..42..152S,2003,38
1985JETPL..42..152S,2004,42
1985JETPL..42..152S,2005,55
1985JETPL..42..152S,2006,71
1985JETPL..42..152S,2007,91
1985JETPL..42..152S,2008,119
1985JETPL..42..152S,2009,162
1985JETPL..42..152S,2010,201
1985JETPL..42..152S,2011,238
1985JETPL..42..152S,2012,275
1985JETPL..42..152S,2013,308
1985JETPL..42..152S,2014,329
1985JETPL..42..152S,2015,348
1985JETPL..42..152S,2016,361
1985JETPL..42..152S,2017,370
1985E&PSL..74...81M,1985,2
1985E&PSL..74...81M,1986,11
1985E&PSL..74...81M,1987,29
1985E&PSL..74...81M,1988,50
1985E&PSL..74...81M,1989,74
1985E&PSL..74...81M,1990,90
1985E&PSL..74...81M,1991,113
1985E&PSL..74...81M,1992,134
1985E&PSL..74...81M,1993,147
1985E&PSL..74...81M,1994,163
1985E&PSL..74...81M,1995,184
1985E&PSL..74...81M,1996,190
1985E&PSL..74...81M,1997,203
1985E&PSL..74...81M,1998,214
1985E&PSL..74...81M,1999,223
1985E&PSL..74...81M,2000,239
1985E&PSL..74...81M,2001,246
1985E&PSL..74...81M,2002,256
1985E&PSL..74...81M,2003,265
1985E&PSL..74...81M,2004,275
1985E&PSL..74...81M,2005,285
1985E&PSL..74...81M,2006,290
1985E&PSL..74...81M,2007,299
1985E&PSL..74...81M,2008,304
1985E&PSL..74...81M,2009,314
1985E&PSL..74...81M,2010,323
1985E&PSL..74...81M,2011,331
1985E&PSL..74...81M,2012,339
1985E&PSL..74...81M,2013,350
1985E&PSL..74...81M,2014,361
1985E&PSL..74...81M,2015,371
1985E&PSL..74...81M,2016,379
1985E&PSL..74...81M,2017,385
1985ApJS...59..513A,1986,4
1985ApJS...59..513A,1987,17
1985ApJS...59..513A,1988,26
1985ApJS...59..513A,1989,42
1985ApJS...59..513A,1990,53
1985ApJS...59..513A,1991,66
1985ApJS...59..513A,1992,81
1985ApJS...59..513A,1993,98
1985ApJS...59..513A,1994,118
1985ApJS...59..513A,1995,137
1985ApJS...59..513A,1996,150
1985ApJS...59..513A,1997,160
1985ApJS...59..513A,1998,172
1985ApJS...59..513A,1999,187
1985ApJS...59..513A,2000,201
1985ApJS...59..513A,2001,209
1985ApJS...59..513A,2002,216
1985ApJS...59..513A,2003,230
1985ApJS...59..513A,2004,238
1985ApJS...59..513A,2005,247
1985ApJS...59..513A,2006,259
1985ApJS...59..513A,2007,265
1985ApJS...59..513A,2008,271
1985ApJS...59..513A,2009,281
1985ApJS...59..513A,2010,290
1985ApJS...59..513A,2011,301
1985ApJS...59..513A,2012,307
1985ApJS...59..513A,2013,315
1985ApJS...59..513A,2014,328
1985ApJS...59..513A,2015,334
1985ApJS...59..513A,2016,341
1985ApJS...59..513A,2017,347
1985RPPh...48..415C,1985,1
1985RPPh...48..415C,1986,13
1985RPPh...48..415C,1987,27
1985RPPh...48..415C,1988,41
1985RPPh...48..415C,1989,54
1985RPPh...48..415C,1990,66
1985RPPh...48..415C,1991,81
1985RPPh...48..415C,1992,93
1985RPPh...48..415C,1993,108
1985RPPh...48..415C,1994,117
1985RPPh...48..415C,1995,126
1985RPPh...48..415C,1996,138
1985RPPh...48..415C,1997,153
1985RPPh...48..415C,1998,167
1985RPPh...48..415C,1999,179
1985RPPh...48..415C,2000,191
1985RPPh...48..415C,2001,206
1985RPPh...48..415C,2002,211
1985RPPh...48..415C,2003,221
1985RPPh...48..415C,2004,230
1985RPPh...48..415C,2005,241
1985RPPh...48..415C,2006,260
1985RPPh...48..415C,2007,277
1985RPPh...48..415C,2008,288
1985RPPh...48..415C,2009,297
1985RPPh...48..415C,2010,304
1985RPPh...48..415C,2011,317
1985RPPh...48..415C,2012,329
1985RPPh...48..415C,2013,342
1985RPPh...48..415C,2014,346
1985RPPh...48..415C,2015,350
1985RPPh...48..415C,2016,362
1985RPPh...48..415C,2017,368
1985RPPh...48..415C,2018,369
1985prpl.conf.1100H,1986,0
1985prpl.conf.1100H,1987,0
1985prpl.conf.1100H,1988,0
1985prpl.conf.1100H,1989,0
1985prpl.conf.1100H,1990,0
1985prpl.conf.1100H,1991,0
1985prpl.conf.1100H,1992,0
1985prpl.conf.1100H,1993,0
1985prpl.conf.1100H,1994,0
1985prpl.conf.1100H,1995,0
1985prpl.conf.1100H,1996,0
1985prpl.conf.1100H,1997,0
1985prpl.conf.1100H,1998,0
1985prpl.conf.1100H,1999,0
1985prpl.conf.1100H,2000,0
1985prpl.conf.1100H,2001,0
1985prpl.conf.1100H,2002,0
1985prpl.conf.1100H,2003,0
1985prpl.conf.1100H,2004,0
1985prpl.conf.1100H,2005,0
1985prpl.conf.1100H,2006,0
1985prpl.conf.1100H,2007,0
1985prpl.conf.1100H,2008,0
1985prpl.conf.1100H,2009,0
1985prpl.conf.1100H,2010,0
1985prpl.conf.1100H,2011,0
1985prpl.conf.1100H,2012,0
1985prpl.conf.1100H,2013,0
1985prpl.conf.1100H,2014,0
1985prpl.conf.1100H,2015,0
1985prpl.conf.1100H,2016,0
1985prpl.conf.1100H,2017,0
1985ApJ...295..305V,1986,8
1985ApJ...295..305V,1987,19
1985ApJ...295..305V,1988,28
1985ApJ...295..305V,1989,39
1985ApJ...295..305V,1990,61
1985ApJ...295..305V,1991,73
1985ApJ...295..305V,1992,86
1985ApJ...295..305V,1993,98
1985ApJ...295..305V,1994,108
1985ApJ...295..305V,1995,116
1985ApJ...295..305V,1996,123
1985ApJ...295..305V,1997,131
1985ApJ...295..305V,1998,140
1985ApJ...295..305V,1999,147
1985ApJ...295..305V,2000,152
1985ApJ...295..305V,2001,168
1985ApJ...295..305V,2002,173
1985ApJ...295..305V,2003,181
1985ApJ...295..305V,2004,188
1985ApJ...295..305V,2005,195
1985ApJ...295..305V,2006,203
1985ApJ...295..305V,2007,210
1985ApJ...295..305V,2008,217
1985ApJ...295..305V,2009,223
1985ApJ...295..305V,2010,237
1985ApJ...295..305V,2011,247
1985ApJ...295..305V,2012,250
1985ApJ...295..305V,2013,259
1985ApJ...295..305V,2014,269
1985ApJ...295..305V,2015,286
1985ApJ...295..305V,2016,299
1985ApJ...295..305V,2017,309
1985JGR....90.7405W,1986,2
1985JGR....90.7405W,1987,6
1985JGR....90.7405W,1988,8
1985JGR....90.7405W,1989,13
1985JGR....90.7405W,1990,17
1985JGR....90.7405W,1991,22
1985JGR....90.7405W,1992,41
1985JGR....90.7405W,1993,58
1985JGR....90.7405W,1994,83
1985JGR....90.7405W,1995,98
1985JGR....90.7405W,1996,112
1985JGR....90.7405W,1997,126
1985JGR....90.7405W,1998,141
1985JGR....90.7405W,1999,153
1985JGR....90.7405W,2000,183
1985JGR....90.7405W,2001,207
1985JGR....90.7405W,2002,221
1985JGR....90.7405W,2003,232
1985JGR....90.7405W,2004,241
1985JGR....90.7405W,2005,249
1985JGR....90.7405W,2006,253
1985JGR....90.7405W,2007,264
1985JGR....90.7405W,2008,272
1985JGR....90.7405W,2009,282
1985JGR....90.7405W,2010,293
1985JGR....90.7405W,2011,298
1985JGR....90.7405W,2012,305
1985JGR....90.7405W,2013,317
1985JGR....90.7405W,2014,327
1985JGR....90.7405W,2015,345
1985JGR....90.7405W,2016,356
1985JGR....90.7405W,2017,362
1985PhRvD..32..389K,1986,4
1985PhRvD..32..389K,1987,5
1985PhRvD..32..389K,1988,7
1985PhRvD..32..389K,1989,7
1985PhRvD..32..389K,1990,7
1985PhRvD..32..389K,1991,7
1985PhRvD..32..389K,1992,7
1985PhRvD..32..389K,1993,8
1985PhRvD..32..389K,1994,8
1985PhRvD..32..389K,1995,8
1985PhRvD..32..389K,1996,8
1985PhRvD..32..389K,1997,9
1985PhRvD..32..389K,1998,36
1985PhRvD..32..389K,1999,94
1985PhRvD..32..389K,2000,128
1985PhRvD..32..389K,2001,148
1985PhRvD..32..389K,2002,167
1985PhRvD..32..389K,2003,181
1985PhRvD..32..389K,2004,190
1985PhRvD..32..389K,2005,202
1985PhRvD..32..389K,2006,215
1985PhRvD..32..389K,2007,225
1985PhRvD..32..389K,2008,237
1985PhRvD..32..389K,2009,257
1985PhRvD..32..389K,2010,272
1985PhRvD..32..389K,2011,292
1985PhRvD..32..389K,2012,305
1985PhRvD..32..389K,2013,314
1985PhRvD..32..389K,2014,329
1985PhRvD..32..389K,2015,339
1985PhRvD..32..389K,2016,354
1985PhRvD..32..389K,2017,360
1985Natur.316..239A,1985,4
1985Natur.316..239A,1986,15
1985Natur.316..239A,1987,36
1985Natur.316..239A,1988,60
1985Natur.316..239A,1989,74
1985Natur.316..239A,1990,88
1985Natur.316..239A,1991,97
1985Natur.316..239A,1992,105
1985Natur.316..239A,1993,111
1985Natur.316..239A,1994,119
1985Natur.316..239A,1995,132
1985Natur.316..239A,1996,151
1985Natur.316..239A,1997,168
1985Natur.316..239A,1998,192
1985Natur.316..239A,1999,222
1985Natur.316..239A,2000,235
1985Natur.316..239A,2001,252
1985Natur.316..239A,2002,264
1985Natur.316..239A,2003,266
1985Natur.316..239A,2004,271
1985Natur.316..239A,2005,277
1985Natur.316..239A,2006,283
1985Natur.316..239A,2007,289
1985Natur.316..239A,2008,293
1985Natur.316..239A,2009,299
1985Natur.316..239A,2010,304
1985Natur.316..239A,2011,310
1985Natur.316..239A,2012,312
1985Natur.316..239A,2013,314
1985Natur.316..239A,2014,320
1985Natur.316..239A,2015,324
1985Natur.316..239A,2016,329
1985Natur.316..239A,2017,330
1985PhRvD..31.3288H,1986,9
1985PhRvD..31.3288H,1987,22
1985PhRvD..31.3288H,1988,38
1985PhRvD..31.3288H,1989,58
1985PhRvD..31.3288H,1990,67
1985PhRvD..31.3288H,1991,76
1985PhRvD..31.3288H,1992,89
1985PhRvD..31.3288H,1993,94
1985PhRvD..31.3288H,1994,106
1985PhRvD..31.3288H,1995,122
1985PhRvD..31.3288H,1996,136
1985PhRvD..31.3288H,1997,154
1985PhRvD..31.3288H,1998,164
1985PhRvD..31.3288H,1999,180
1985PhRvD..31.3288H,2000,194
1985PhRvD..31.3288H,2001,205
1985PhRvD..31.3288H,2002,213
1985PhRvD..31.3288H,2003,225
1985PhRvD..31.3288H,2004,237
1985PhRvD..31.3288H,2005,245
1985PhRvD..31.3288H,2006,254
1985PhRvD..31.3288H,2007,261
1985PhRvD..31.3288H,2008,267
1985PhRvD..31.3288H,2009,276
1985PhRvD..31.3288H,2010,285
1985PhRvD..31.3288H,2011,296
1985PhRvD..31.3288H,2012,303
1985PhRvD..31.3288H,2013,309
1985PhRvD..31.3288H,2014,317
1985PhRvD..31.3288H,2015,332
1985PhRvD..31.3288H,2016,339
1985PhRvD..31.3288H,2017,345
1985E&PSL..76..135B,1987,9
1985E&PSL..76..135B,1988,21
1985E&PSL..76..135B,1989,31
1985E&PSL..76..135B,1990,43
1985E&PSL..76..135B,1991,53
1985E&PSL..76..135B,1992,67
1985E&PSL..76..135B,1993,77
1985E&PSL..76..135B,1994,89
1985E&PSL..76..135B,1995,100
1985E&PSL..76..135B,1996,107
1985E&PSL..76..135B,1997,114
1985E&PSL..76..135B,1998,120
1985E&PSL..76..135B,1999,131
1985E&PSL..76..135B,2000,143
1985E&PSL..76..135B,2001,143
1985E&PSL..76..135B,2002,155
1985E&PSL..76..135B,2003,162
1985E&PSL..76..135B,2004,176
1985E&PSL..76..135B,2005,192
1985E&PSL..76..135B,2006,213
1985E&PSL..76..135B,2007,227
1985E&PSL..76..135B,2008,247
1985E&PSL..76..135B,2009,258
1985E&PSL..76..135B,2010,271
1985E&PSL..76..135B,2011,283
1985E&PSL..76..135B,2012,299
1985E&PSL..76..135B,2013,316
1985E&PSL..76..135B,2014,332
1985E&PSL..76..135B,2015,349
1985E&PSL..76..135B,2016,355
1985E&PSL..76..135B,2017,363
1985E&PSL..76..135B,2018,364
1985SoPh..100..465D,1986,2
1985SoPh..100..465D,1987,14
1985SoPh..100..465D,1988,23
1985SoPh..100..465D,1989,30
1985SoPh..100..465D,1990,44
1985SoPh..100..465D,1991,58
1985SoPh..100..465D,1992,67
1985SoPh..100..465D,1993,78
1985SoPh..100..465D,1994,90
1985SoPh..100..465D,1995,102
1985SoPh..100..465D,1996,111
1985SoPh..100..465D,1997,129
1985SoPh..100..465D,1998,139
1985SoPh..100..465D,1999,148
1985SoPh..100..465D,2000,155
1985SoPh..100..465D,2001,171
1985SoPh..100..465D,2002,181
1985SoPh..100..465D,2003,193
1985SoPh..100..465D,2004,202
1985SoPh..100..465D,2005,208
1985SoPh..100..465D,2006,220
1985SoPh..100..465D,2007,238
1985SoPh..100..465D,2008,254
1985SoPh..100..465D,2009,274
1985SoPh..100..465D,2010,282
1985SoPh..100..465D,2011,296
1985SoPh..100..465D,2012,301
1985SoPh..100..465D,2013,309
1985SoPh..100..465D,2014,316
1985SoPh..100..465D,2015,324
1985SoPh..100..465D,2016,331
1985SoPh..100..465D,2017,334
1985PhRvD..32.2102S,1985,1
1985PhRvD..32.2102S,1986,28
1985PhRvD..32.2102S,1987,84
1985PhRvD..32.2102S,1988,130
1985PhRvD..32.2102S,1989,176
1985PhRvD..32.2102S,1990,210
1985PhRvD..32.2102S,1991,224
1985PhRvD..32.2102S,1992,235
1985PhRvD..32.2102S,1993,242
1985PhRvD..32.2102S,1994,251
1985PhRvD..32.2102S,1995,266
1985PhRvD..32.2102S,1996,278
1985PhRvD..32.2102S,1997,285
1985PhRvD..32.2102S,1998,290
1985PhRvD..32.2102S,1999,294
1985PhRvD..32.2102S,2000,296
1985PhRvD..32.2102S,2001,301
1985PhRvD..32.2102S,2002,305
1985PhRvD..32.2102S,2003,308
1985PhRvD..32.2102S,2004,311
1985PhRvD..32.2102S,2005,316
1985PhRvD..32.2102S,2006,325
1985PhRvD..32.2102S,2007,328
1985PhRvD..32.2102S,2008,333
1985PhRvD..32.2102S,2009,335
