Author,Year,Citations,Journal,
Bethe,2004,258, The Astrophysical Journal,
Bethe,2005,278, The Astrophysical Journal,
Bethe,2006,294, The Astrophysical Journal,
Bethe,2007,308, The Astrophysical Journal,
Bethe,2008,319, The Astrophysical Journal,
Bethe,2009,335, The Astrophysical Journal,
Bethe,2010,356, The Astrophysical Journal,
Bethe,2011,378, The Astrophysical Journal,
Bethe,2012,414, The Astrophysical Journal,
Bethe,2013,429, The Astrophysical Journal,
Bethe,2014,457, The Astrophysical Journal,
Bethe,2015,480, The Astrophysical Journal,
Bethe,2016,508, The Astrophysical Journal,
Bethe,2017,526, The Astrophysical Journal,
Osterbrock,1985,1, The Astrophysical Journal,
Osterbrock,1986,6, The Astrophysical Journal,
Osterbrock,1987,11, The Astrophysical Journal,
Osterbrock,1988,18, The Astrophysical Journal,
Osterbrock,1989,34, The Astrophysical Journal,
Osterbrock,1990,39, The Astrophysical Journal,
Osterbrock,1991,47, The Astrophysical Journal,
Osterbrock,1992,53, The Astrophysical Journal,
Osterbrock,1993,55, The Astrophysical Journal,
Osterbrock,1994,59, The Astrophysical Journal,
Osterbrock,1995,65, The Astrophysical Journal,
Osterbrock,1996,74, The Astrophysical Journal,
Osterbrock,1997,83, The Astrophysical Journal,
Osterbrock,1998,99, The Astrophysical Journal,
Osterbrock,1999,119, The Astrophysical Journal,
Osterbrock,2000,142, The Astrophysical Journal,
Osterbrock,2001,175, The Astrophysical Journal,
Osterbrock,2002,192, The Astrophysical Journal,
Osterbrock,2003,212, The Astrophysical Journal,
Osterbrock,2004,244, The Astrophysical Journal,
Osterbrock,2005,264, The Astrophysical Journal,
Osterbrock,2006,292, The Astrophysical Journal,
Osterbrock,2007,318, The Astrophysical Journal,
Osterbrock,2008,342, The Astrophysical Journal,
Osterbrock,2009,366, The Astrophysical Journal,
Osterbrock,2010,386, The Astrophysical Journal,
Osterbrock,2011,406, The Astrophysical Journal,
Osterbrock,2012,428, The Astrophysical Journal,
Osterbrock,2013,450, The Astrophysical Journal,
Osterbrock,2014,471, The Astrophysical Journal,
Osterbrock,2015,496, The Astrophysical Journal,
Osterbrock,2016,523, The Astrophysical Journal,
Osterbrock,2017,545, The Astrophysical Journal,
Osterbrock,2018,546, The Astrophysical Journal,
